Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,Choice Id,Choice Text,Choice Active Status,Kannada,Hindi,Tamil,Telugu,Bangla,Odiya,Assamese - Ahomia,
37,Child Annual Information,162,Occupation of the Mother,S,2,181,Unemployed,2,Unemployed - ನಿರುದ್ಯೋಗಿ,Unemployed - बेरोज़गार ,Unemployed - வேலை இல்லாதவர்,Unemployed -  నిరుద్యోగి,Unemployed - অক্রিয়,Unemployed - ବେକାର,Unemployed - নিবনুৱা,
37,Child Annual Information,162,Occupation of the Mother,S,2,182,Agricultural labour,2,Agricultural labour - ಕೃಷಿ ಕಾರ್ಮಿಕ ,Agricultural labour - खेतिहर मज़दूर ,Agricultural labour - விவசாய கூலி,Agricultural labour -   వ్యవసాయ కార్మికుడు,Agricultural labour - কৃষি শ্রমিক,Agricultural labour - କୃଷିକ୍ଷେତ୍ର ଶ୍ରମିକ,Agricultural labour - কৃষি শ্রমিক,
37,Child Annual Information,162,Occupation of the Mother,S,2,183,Casual labour and other labour,2,Casual labour and other labour - ಅನೌಪಚಾರಿಕ ಕಾರ್ಮಿಕ ,Casual labour and other labour - आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य ,Casual labour and other labour - மற்ற தினக்கூலி தொழிலாளி ,Casual labour and other labour -   అవ్యవస్త్రీకృత కార్మికుడు,Casual labour and other labour - নৈমিত্তিক শ্রম,Casual labour and other labour - ଅନୌପଚାରିକ ଶ୍ରମିକ ଏବଂ ଅନ୍ୟାନ୍ୟ ଶ୍ରମିକ କାମ,Casual labour and other labour - ঋতুকালিন শ্ৰ্মিক ,
37,Child Annual Information,163,Orphaned /Single parent,R,2,184,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No -  లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,163,Orphaned /Single parent,R,2,185,"Yes, father-Dead OR missing OR Deserted OR in Jail",2,"Yes, father-Dead OR missing OR Deserted OR in Jail - ಹೌದು, ತಂದೆ - ಮರಣ ಹೊಂದಿರುವರು ಅಥವಾ ಕಾಣೆಯಾಗಿರುವರು ಅಥವಾ ಪರಿತ್ಯಕ್ತ ಅಥವಾ ಕಾರಾಗೃಹದಲ್ಲಿರುವರು ","Yes, father-Dead OR missing OR Deserted OR in Jail - हाँ, पिता मृत या गुमशुदा या परित्यक्त या जेल में ","Yes, father-Dead OR missing OR Deserted OR in Jail - ஆம், தந்தை-இறந்துவிட்டார் (அ) காணவில்லை (அ) கைவிட்டுவிட்டார் (அ) சிறையில் ","Yes, father-Dead OR missing OR Deserted OR in Jail -  అవును, తండ్రి - చనిపోయినాడు లేక కనిపించుటలేదు/తప్పిపోయినాడు లేక వదిలి వేసినాడు లేక కారాగారములో (జైలులో) ఉన్నాడు.",,,,
37,Child Annual Information,164,Name of Guardian,T,2,186,NULL,2,,,,,,,,
37,Child Annual Information,165,Caste of Child,S,2,187,SC,2,SC - ಎಸ್.ಸಿ.                           ,SC - अ.जा.,SC - தாழ்த்தப்பட்டோர் ,SC -  ఎస్‌.సి.                  ,SC - এসসি,SC - ତଫସିଲଭୁକ୍ତ ଜାତି,SC - (অনুসুচিত জাতি),
37,Child Annual Information,165,Caste of Child,S,2,188,ST,2,ST - ಎಸ್. ಟಿ.,ST - अ.ज.जा.,ST - பழங்குடியினர் ,ST -   ఎస్‌.టి.             ,ST - এসটি,ST - ତଫସିଲଭୁକ୍ତ ଜନଜାତି,ST - (অনুসুচিত পাহাৰীয়া জাতি),
37,Child Annual Information,165,Caste of Child,S,2,189,OBC/BC/ EBC (All backward caste),2,OBC/BC/ EBC (All backward caste) - ಒಬಿಸಿ/ಬಿಸಿ/ಈಬಿಸಿ (ಎಲ್ಲಾ ಹಿಂದುಳಿದ ಜಾತಿಗಳು) ,OBC/BC/ EBC (All backward caste) - अ.पि.व./ पि.व./सभी पिछड़ा वर्ग ,OBC/BC/ EBC (All backward caste) - ஓ.பி.சி/பி.சி/மின்.பி.சி(அனைத்து பின்தங்கிய சாதி),OBC/BC/ EBC (All backward caste) -  ఓ.బి.సి./ బి.సి./ఇ.బి.సి. (అన్ని వెనుకబడిన తరగతులు),,OBC/BC/ EBC (All backward caste) - ଅନ୍ୟାନ୍ୟ ପଛୁଆ ବର୍ଗ,OBC/BC/ EBC (All backward caste) - অন্য পিছপৰা জাতি ,
37,Child Annual Information,165,Caste of Child,S,2,190,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
37,Child Annual Information,165,Caste of Child,S,2,191,General,2,General - ಸಾಮಾನ್ಯ/ಇತರೆ  ,General - सामान्य/अन्य ,General - பொது பிரிவினர்/பிற ,General -  ఇతరముల,General - সাধারণ,General - ସାଧାରଣ,General - সাধাৰণ,
37,Child Annual Information,166,Religion of Child,S,2,192,Hindu,2,Hindu - ಹಿಂದು ,Hindu - हिन्दू ,Hindu - இந்து ,Hindu -  హిందూ                 ,Hindu - হিন্দু,Hindu - ହିନ୍ଦୁ,Hindu - হিন্দু,
37,Child Annual Information,166,Religion of Child,S,2,193,Christian,2,Christian - ಕ್ರಿಶ್ಚಿಯನ್,Christian - ईसाई,Christian - கிறிஸ்தவம் ,Christian -  క్రిస్టియన్‌,Christian - খ্রীষ্টান,Christian - ଖ୍ରୀଷ୍ଟିଆନ,Christian - খ্ৰীষ্টিয়ান,
37,Child Annual Information,166,Religion of Child,S,2,194,Muslim,2,Muslim - ಮುಸ್ಲಿಂ,Muslim - मुस्लिम,Muslim - இஸ்லாமியம் ,Muslim -  ముస్లిం            ,Muslim - মুসলিম,Muslim - ମୁସଲିମ୍,Muslim - মুচলমান,
37,Child Annual Information,166,Religion of Child,S,2,195,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
37,Child Annual Information,167,Sex of Child,R,0,196,Male,2,,,,,,,,
37,Child Annual Information,167,Sex of Child,R,0,197,Female,2,,,,,,,,
37,Child Annual Information,168,Birth registration of child done?,R,2,198,Yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes - ఉన్నది,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
37,Child Annual Information,168,Birth registration of child done?,R,2,199,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,169,Date of  birth of the child,D,2,200,NULL,2,,,,,,,,
37,Child Annual Information,170,Place of Delivery,S,2,201,,0,,,,,,,,
37,Child Annual Information,171,Weight at birth (in kgs),T,2,202,NULL,2,,,,,,,,
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,203,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,173,Age of child(in years),T,0,204,,2,,,,,,,,
37,Child Annual Information,174,Age of child as of today(months),T,2,205,NULL,2,,,,,,,,
37,Child Annual Information,175,Residential status,S,2,206,From this village only and stays in the village,2,From this village only and stays in the village -  ಈ ಗ್ರಾಮದಿಂದಲೇ ಮತ್ತು ಗ್ರಾಮದಲ್ಲಿಯೇ ವಾಸ,From this village only and stays in the village -  इसी गांव से है और गांव में ही रहता है,From this village only and stays in the village - இதே கிராமத்தை சேர்ந்தவர் மற்றும் இங்கேயே வசிக்கிறார் ,"From this village only and stays in the village -  ఇదే గ్రామానికి వ్యక్తి, ఈ గ్రామములోనే నివాసం ఉంటున్నారు",,,,
37,Child Annual Information,175,Residential status,S,2,207,From other village and shifted to this location,2,From other village and shifted to this location -  ಬೇರೆ ಗ್ರಾಮದಿಂದ ಮತ್ತು ಇಲ್ಲಿಗೆ ಸ್ಥಳಾಂತರಗೊಂಡಿರುವುದು,From other village and shifted to this location - दूसरे गांव का है और यहां आया है,From other village and shifted to this location - வேறு கிராமத்தை சேர்ந்தவர் ஆனால் இங்கே மாறி வந்திருக்கிறார் ,From other village and shifted to this location -  వేరే గ్రామానికి చెందిన వ్యక్తి కాని ఈ గ్రామానికి వచ్చి స్థిరపడినాడు,,,,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,208,January,2,January - ಜನವರಿ,January - जनवरी,January - ஜனவரி,January జనవరి, ,January - ஜனவரி,January - জানুয়ারী,January - ଜାନୁଆରୀ
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,209,Yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes - ఉన్నది,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,210,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,178,Anganwadi ID (if available),T,2,211,NULL,2,,,,,,,,
37,Child Annual Information,179,Whether child getting ECE?,R,2,212,"Not getting, Service not available",2,"Not getting, Service not available -  ಸಿಗುತ್ತಿಲ್ಲ, ಸೌಲಭ್ಯಗಳು ಇಲ್ಲ","Not getting, Service not available -  सेवा नहीं मिल रही, सेवा उपलब्ध नहीं है ","Not getting, Service not available - கிடைக்கவில்லை, சேவை வசதி இல்லை ","Not getting, Service not available - లభించడం లేదు, ఈ సదుపాయము లేదు",,,,
37,Child Annual Information,179,Whether child getting ECE?,R,2,213,Availing  from AWC (Aganwadi),2,Availing from AWC (Aganwadi) - ಎ.ಡಬ್ಲ್ಯೂಸಿ (ಅಂಗನವಾಡಿ) ಸೌಲಭ್ಯಗಳು ಇವೆ,Availing from AWC (Aganwadi) - आँगनवाड़ी केन्द्र से सेवा ले रहे हैं ,"Availing from AWC (Aganwadi) - கிடைக்கிறது , அங்கன்வாடி மையத்திலிருந்து ",Availing from AWC (Aganwadi) -  అంగన్‌ కేంద్రము నుండి వినియోగించుకొను చున్నారు,,,,
37,Child Annual Information,180,Is the child Challenged?,R,2,214,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,180,Is the child Challenged?,R,2,215,Yes physically challenged,2,"Yes physically challenged -  ಹೌದು, ವಿಕಲಚೇತನರು ","Yes physically challenged - हाँ, शारीरिक अशक्तता ","Yes physically challenged - ஆம், உடல் ஊனம் ","Yes physically challenged -  అవును, శారీరిక వికలాంగుడు/ వికలాంగురాలు",,,,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,216,Yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes -  ఉన్నది,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,217,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,218,Yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes - ఉన్నది,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,219,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,220,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,221,Live in relationship,2,Live in relationship -  ಸಂಬಂಧದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದಾರೆ ,Live in relationship - साथ रहते हैं (लिव-इन-रिलेशनशिप) ,Live in relationship - திருமணம் செய்யாமல் சேர்ந்து வாழ்தல் ,Live in relationship -   కలిసి జీవనము చేస్తున్నది,,,,
37,Child Annual Information,184,Current Location of child,S,2,222,At Home,2,At Home - ಮನೆಯಲ್ಲಿ ,At Home - घर पर है,At Home - வீட்டில் ,At Home - ఇంటి వద్ద,,,,
