Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Tamil,Bangla,Odiya, Ahomia
37,Child Annual Information,174,Age of child as of today(months),T,0,205,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
37,Child Annual Information,175,Residential status,S,2,206,From this village only and stays in the village,2,From this village only and stays in the village - इसी गांव से है और गांव में ही रहता है,From this village only and stays in the village - இதே கிராமத்தை சேர்ந்தவர் மற்றும் இங்கேயே வசிக்கிறார்,"From this village only and stays in the villageএই গ্রাম থেকে, আর গ্রামে থাকে",From this village only and stays in the village,একে গাওঁৰ পৰাই একে গাওঁতে থকা
37,Child Annual Information,175,Residential status,S,2,207,From other village and shifted to this location,2,From other village and shifted to this location - दूसरे गांव का है और यहां आया है,From other village and shifted to this location - வேறு கிராமத்தை சேர்ந்தவர் ஆனால் இங்கே மாறி வந்திருக்கிறார்,From other village and shifted to this location অন্যান্য গ্রাম থেকে এবং এই অবস্থানে স্থানান্তরিত হচ্ছে,From other village and shifted to this location,অন্য গাওঁৰ পৰা এই ঠাইলৈ অহা
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,208,January,2,January - जनवरी,January - ஜனவரி,January - জানুয়ারী,January -,January - জানুৱাৰী
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,209,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,210,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
37,Child Annual Information,178,Anganwadi Name,T,2,211,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
37,Child Annual Information,179,Whether child getting ECE?,R,2,212,"Not getting, Service not available",2,"Not getting, Service not available - सेवा नहीं मिल रही, सेवा उपलब्ध नहीं है ","Not getting, Service not available - கிடைக்கவில்லை, சேவை வசதி இல்லை ","Not getting, Service not available পাচ্ছে না, সেবা উপলভ্য নয়","Not getting, Service not available","নোপোৱা, সেৱা উপলব্ধ নোহেৱা"
37,Child Annual Information,179,Whether child getting ECE?,R,2,213,Availing from AWC (Aganwadi),2,Availing from AWC (Aganwadi) - आँगनवाड़ी केन्द्र से सेवा ले रहे हैं,"Availing from AWC (Aganwadi) - கிடைக்கிறது , அங்கன்வாடி மையத்திலிருந்து ",Availing from AWC (Aganwadi ) আওয়াগ (আগনওয়াদি) থেকে উপভোগের ,Availing from AWC (Aganwadi),অংগনাবাড়ী সেৱা উপলব্ধ হোৱা
37,Child Annual Information,180,Is the child Challenged?,R,2,214,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
37,Child Annual Information,180,Is the child Challenged?,R,2,215,Yes physically challenged,2,"Yes physically challenged - हाँ, शारीरिक अशक्तता ","Yes physically challenged - ஆம், உடல் ஊனம் ",Yes physically challenged হ্যাঁ শারীরিকভাবে চ্যালেঞ্জ ,Yes physically challenged,"হয়, বিশেষভাৱে সক্ষম"
37,Child Annual Information,181,Is the child Chronically ill?,R,2,216,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
37,Child Annual Information,181,Is the child Chronically ill?,R,2,217,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
37,Child Annual Information,182,Is the child Terminally ill?,R,2,218,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
37,Child Annual Information,182,Is the child Terminally ill?,R,2,219,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,220,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,221,Live in relationship,2,Live in relationship - साथ रहते हैं (लिव-इन-रिलेशनशिप),Live in relationship - திருமணம் செய்யாமல் சேர்ந்து வாழ்தல்,Live in relationship লাইভ-ইন সম্পর্ক ,Live in relationship,আত্মীয়ৰ ঘৰত থকা
37,Child Annual Information,184,Current Location of child,S,2,222,At Home,2,At Home - घर पर है,At Home - வீட்டில்,At Home বাড়িতে ,At Home ,নিজ ঘৰত
37,Child Annual Information,185,Others Specify,T,2,223,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
1,Health Centre Survey,192,Type of Health Centre,S,2,233,Sub Health Centre,2,Sub Health Centre - एस.एच.सी. - उप स्वास्थ्य केन्द्र (सब सेन्टर),Sub Health Centre - துணை சுகாதார மையம்,Sub Health Centre - উপ-স্বাস্থ্য কেন্দ্র,Sub Health Centre - ଏସ୍ଏଚ୍ସି- ଉପ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ,Sub Health Centre - উপ-স্বাস্থ্য কেন্দ্র
1,Health Centre Survey,192,Type of Health Centre,S,2,234,Primary Health Centre,2,पी. एच. सी. - प्राथमिक स्वास्थ्य केन्द्र,Primary Health Centre - முதன்மை சுகாதார மையம்,Primary Health Centre - প্রাথমিক স্বাস্থ্য কেন্দ্র,Primary Health Centre - ପିଏଚ୍ସି- ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ,Primary Health Centre - প্রাথমিক স্বাস্থ্য কেন্দ্র
1,Health Centre Survey,192,Type of Health Centre,S,2,235,Community Health Centre,2,Community Health Centre -सामुदायिक स्वास्थ्य केंद्र,Community Health Centre - சமூக சுகாதார மையம்,Community Health Centre - কমিউনিটি স্বাস্থ্য কেন্দ্র,Community Health Centre - ସିଏଚ୍ସି- ଗୋଷ୍ଠୀ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ,Community Health Centre - ৰাজহুৱা স্বাস্থ্যকেন্দ্ৰ
1,Health Centre Survey,192,Type of Health Centre,S,2,236,Urban Health Unit,2,Urban Health Unit - शहरी स्वास्थ्य इकाइयाँ,Urban Health Unit - நகர்ப்புற சுகாதார பிரிவு,Urban Health Unit - শহুরে স্বাস্থ্য ইউনিট,Urban Health Unit - ସହରାଂଚଳ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ,Urban Health Unit - চহৰীয়া স্বাস্থ্যশিবিৰ
1,Health Centre Survey,192,Type of Health Centre,S,2,237,Health units in Tea Estates \ Plantations,2,Health units in Tea Estates \ Plantations - चाय संपदा/बागानों में स्वास्थ्य इकाइयाँ,Health units in Tea Estates \ Plantations - தேயிலை தோட்டங்களில் \ தோட்டக்கலைகளில் சுகாதார அலகுகள்,Health units in Tea Estates \ Plantations - চা এস্টেটে স্বাস্থ্য ইউনিট,Health units in Tea Estates \ Plantations - ଚା' ଫ୍ୟାକ୍ଟ୍ରି/ ଚା' ବଗିଚାରେ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ର,Health units in Tea Estates \ Plantations - ৰজ্যিক স্বাস্থ্য ইউনিট
1,Health Centre Survey,193,Specify the Urban Health Unit,T,2,238,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
1,Health Centre Survey,194,Incubator Available,R,2,239,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,194,Incubator Available,R,2,240,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,195,New Born Corner Centre available,R,2,241,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,195,New Born Corner Centre available,R,2,242,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,196,Sick Born Centre available,R,2,243,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,196,Sick Born Centre available,R,2,244,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,197,Functional NRC MTC available,R,2,245,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,197,Functional NRC MTC available,R,2,246,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,200,Pharmacist available,R,2,251,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,200,Pharmacist available,R,2,252,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,201,Staff Nurse available,R,2,253,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,201,Staff Nurse available,R,2,254,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,202,Ambulance Service available,R,2,255,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,202,Ambulance Service available,R,2,256,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,203,Blood Storage unit available,R,2,257,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,203,Blood Storage unit available,R,2,258,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,208,ANM available,R,2,267,Yes,2,Yes - हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,208,ANM available,R,2,268,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,209,Female Health Worker available,R,2,269,Yes,2,Yes -हाँ,Yes - ஆம்,Yes - হ্যাঁ ,Yes - ହଁ,Yes - হয়
1,Health Centre Survey,209,Female Health Worker available,R,2,270,No,2,No - नहीं,No - இல்லை,No - না,No - ନାହିଁ,No - নহয়
1,Health Centre Survey,210,Building Own or Rented,R,2,271,Own,2,Own - स्वयं का,Own - சொந்த,Own - নিজের,Own - ନିଜସ୍ୱ,Own - নিজা
