Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Tamil,Bangla,Odiya, Ahomia
2,School Level Information,112,Numbers of meeting conducted this year,T,2,Numbers of meeting conducted this year - वर्ष में संचालित बैठकों की संख्या,Numbers of meeting conducted this year - ஒரு வருடத்தில் நடத்தப்பட்ட கூட்டங்களின் எண்ணிக்கை,Numbers of meeting conducted this year - এক বছরে কতগুলি মিটিং হয়েছে,Numbers of meeting conducted this year - ବର୍ଷକ ମଧ୍ୟରେ ଅନୁଷ୍ଠିତ ବୈଠକ ସଂଖ୍ୟା,Numbers of meeting conducted this year - কিমানখন মিটিং হৈছে এই বছৰত
3,Anganwadi Centre Information,113,Need for additional AWC,S,2,Need for additional AWC - अतिरिक्त आँगनवाड़ी केन्द्र की आवश्यकता,Need for additional AWC - கூடுதல் அங்கன்வாடி மையம் தேவையா,Need for additional AWC - অতিরিক্ত অঙ্গনারী কেন্দ্রের প্রয়োজন,Need for additional AWC - ଅତିରିକ୍ତ ଅଂଗନୱାଡ଼ି କେନ୍ଦ୍ରର ଆବଶ୍ୟକତା,Need for additional AWC - অতিৰিক্ত অংগনবাড়ী কেন্দ্ৰৰ প্ৰয়োজন আছেনে?
3,Anganwadi Centre Information,114,Anganwadi worker AWW available,R,2,Anganwadi worker AWW available - आँगनवाड़ी कार्यकर्ता की उपलब्धता,Anganwadi worker AWW available - அங்கன்வாடி மைய ஊழியர் இருக்கிறாரா,Anganwadi worker AWW available - অঙ্গনারী কর্মী (AWW) আছেন,Anganwadi worker AWW available - ବର୍ତମାନ କାର୍ଯ୍ୟରତ ଅଂଗନୱାଡ଼ି କର୍ମୀଂକ ସଂଖ୍ୟା,Anganwadi worker AWW available - অংগনবাড়ী কর্মী (AWW) আছেনে?
3,Anganwadi Centre Information,115,Month and year of joining in the area for AWW,D,2,Month and year of joining in the area for AWW - आँगनवाड़ी कार्यकर्ता द्वारा कार्यभार ग्रहण करने का माह एवं वर्ष,Month and year of joining in the area for AWW - அங்கன்வாடி மைய ஊழியர் மையத்தில் பணியில் சேர்ந்த மாதம் மற்றும் வருடம்,Month and year of joining in the area for AWW - অঙ্গনারী কর্মীর যোগদানের মাস ও বছর,Month and year of joining in the area for AWW - ଅଂଗନୱାଡ଼ି କର୍ମୀ ଯୋଗ ଦେବାର ମାସ ଓ ବର୍ଷ,Month and year of joining in the area for AWW - অংগনবাড়ী কর্মী গৰাকী কোন বছৰৰ কোন মাহত যোগদান কৰিছিল ?
3,Anganwadi Centre Information,116,Whether AWW is from the same Panchayat or Ward,R,2,Whether AWW is from the same Panchayat or Ward - क्या आँगनवाड़ी कार्यकर्ता उसी पंचायत या वार्ड से है.,Whether AWW is from the same Panchayat or Ward - அங்கன்வாடி மைய ஊழியர் அதே பஞ்சாயத்தை/வார்டை சேர்ந்தவரா,Whether AWW is from the same Panchayat or Ward - অঙ্গনারী কর্মী একই পঞ্চায়েত বা ওয়ার্ডের কিনা,Whether AWW is from the same Panchayat or Ward - ଅଂଗନୱାଡ଼ି କର୍ମୀ ସମାନ ପଞ୍ଚାୟତ କିମ୍ବା ୱାର୍ଡ଼ର କି ନୁହେଁ,Whether AWW is from the same Panchayat or Ward - অংগনবড়ীকর্মী গৰাকী একে পঞ্চায়ত বা চুবুৰীৰনে?
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,Additional AWW cum Nutrition Counsellor available - अतिरिक्त आँगनवाड़ी कार्यकर्ता-सह-पोषण काउंसलर की उपलब्धता,Additional AWW cum Nutrition Counsellor available - கூடுதல் அங்கன்வாடி ஊழியர் மற்றும் சத்துணவு ஆலோசகர் இருக்கிறாரா,Additional AWW cum Nutrition Counsellor available - অতিরিক্ত অঙ্গনারী কর্মী কাম পুষ্টির পরামর্শদাত্রী(Nutrition Counsellor) আছেন কিনা,Additional AWW cum Nutrition Counsellor available - ଅତିରିକ୍ତ କର୍ମଚାରୀ/ ପୌଷ୍ଟିକ ପରାମର୍ଶଦାତା ଅଛନ୍ତି କି,Additional AWW cum Nutrition Counsellor available - অতিৰিক্ত অংগনাবাড়ী কর্মী আৰু পৰিপুষ্টি পৰামর্শদাত্রী আছেনে ?
3,Anganwadi Centre Information,118,AW Helper available,R,2,AW Helper available - आँगनवाड़ी सहायिका की उपलब्धता,AW Helper available - அங்கன்வாடி மைய உதவியளர் இருக்கிறாரா,AW Helper available - অঙ্গনারী সহায়িকা আছেন কিনা,AW Helper available - ଅଂଗନୱାଡ଼ି ସହାୟିକା ଅଛନ୍ତି,AW Helper available - অঙ্গনবাড়ীৰ সহায়িকা আছেনে ?
3,Anganwadi Centre Information,119,Boys (0-3 Years) enrolled,T,2,Boys (0-3 Years) enrolled - दर्ज लड़के (0-3 वर्ष),Boys (0-3 Years) enrolled - ஆண் குழந்தைகள் ( ௦-3வயது) சேர்க்கை,Boys (0-3 Years) enrolled - কতজন বালক (0-3 বৎসর) ভর্ত্তি আছে,Boys (0-3 Years) enrolled - ତାଲିକାଭୁକ୍ତ ବାଳକ(୦-୩ବର୍ଷ),Boys (0-3 Years) enrolled - (০-৩) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা ল’ৰাৰ সংখ্যা
3,Anganwadi Centre Information,120,Girls (0-3 Years) enrolled,T,2,Girls (0-3 Years) enrolled - दर्ज लड़कियाँ (0-3 वर्ष),Girls (0-3 Years) enrolled - பெண் குழந்தைகள் ( ௦-3வயது) சேர்க்கை,Girls (0-3 Years) enrolled - কতজন বালিকা (0-3 বৎসর) ভর্ত্তি আছে,Girls (0-3 Years) enrolled - ତାଲିକାଭୁକ୍ତ ବାଳିକା(୦-୩ ବର୍ଷ),Girls (0-3 Years) enrolled - (০-৩) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা ছোৱালীৰ সংখ্যা
3,Anganwadi Centre Information,121,Total Children (0-3 years),T,2,Total Children (0-3 years) - 0-3 वर्ष आयु के कुल बच्चों की संख्या,Total Children (0-3 years) - மொத்த குழந்தைகள் ( ௦-3வயது),Total Children (0-3 years) - মোট ভর্ত্তি শিশুর সংখ্যা(0-3 বৎসর),Total Children (0-3 years) - ସମୁଦାୟ ଶିଶୁ ସଂଖ୍ୟା(୦-୩ବର୍ଷ),(০-৩) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা মুঠ শিশুৰ সংখ্যা
3,Anganwadi Centre Information,122,Boys (3-6 Years) enrolled,T,2,Boys (3-6 Years) enrolled - दर्ज लड़के (3-6 वर्ष),Boys (3-6 Years) enrolled - ஆண் குழந்தைகள் ( 3-6 வயது) சேர்க்கை,Boys (3-6 Years) enrolled - কতজন বালক (3-6 বৎসর) ভর্ত্তি আছে,Boys (3-6 Years) enrolled - ତାଲିକାଭୁକ୍ତ ବାଳକ(୩-୬ବର୍ଷ),Boys (3-6 Years) enrolled - (৩-৬) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা ল’ৰাৰ সংখ্যা
3,Anganwadi Centre Information,123,Girls (3-6 Years) enrolled,T,2,Girls (3-6 Years) enrolled - दर्ज लड़ियाँ (3-6 वर्ष),Girls (3-6 Years) enrolled - பெண் குழந்தைகள் ( 3-6 வயது) சேர்க்கை,Girls (3-6 Years) enrolled - কতজন বালিকা (3-6 বৎসর) ভর্ত্তি আছে,Girls (3-6 Years) enrolled - ତାଲିକାଭୁକ୍ତ ବାଳିକା(୩-୬ବର୍ଷ),Girls (3-6 Years) enrolled - (৩-৬) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা ছোলালীৰ সংখ্যা
3,Anganwadi Centre Information,124,Total children (3-6 Years) enrolled,T,2,Total children (3-6 Years) enrolled - 3-6 वर्ष आयु के कुल दर्ज बच्चों की संख्या,Total children (3-6 Years) enrolled - மொத்த குழந்தைகள் ( 3-6 வயது),Total children (3-6 Years) enrolled - মোট ভর্ত্তি শিশুর সংখ্যা (3-6 বৎসর),Total children (3-6 Years) enrolled - ସମୁଦାୟ ଶିଶୁ ସଂଖ୍ୟା(୩-୬ବର୍ଷ),Total children (3-6 Years) enrolled (৩-৬) বছৰৰ ভিতৰত নামভর্ত্তি হোৱা মুঠ শিশুৰ সংখ্যা
